2021-11-10,Deathproof        ,FALSE,FALSE,
2021-11-11,        ,,,
2021-11-12,        ,,,
2021-11-13,        ,,,
2021-11-14,        ,,,
2021-11-15,        ,,,
2021-11-16,        ,,,
2021-11-17,        ,,,
2021-11-18,        ,,,
2021-11-19,        ,,,
2021-11-20,        ,,,
2021-11-21,        ,,,
2021-11-22,        ,,,
2021-11-23,        ,,,
2021-11-24,        ,,,
2021-11-25,        ,,,
2021-11-26,        ,,,
2021-11-27,        ,,,
2021-11-28,        ,,,
2021-11-29,        ,,,
2021-11-30,        ,,,
2021-12-01,        ,,,
2021-12-02,        ,,,
2021-12-03,        ,,,
2021-12-04,        ,,,
2021-12-05,        ,,,
2021-12-06,        ,,,
2021-12-07,        ,,,
2021-12-08,        ,,,
2021-12-09,The Holy Mountain      ,FALSE,TRUE,
2021-12-10,        ,,,
2021-12-11,        ,,,
2021-12-12,        ,,,
2021-12-13,The Man Who Fell To Earth   ,FALSE,TRUE,
2021-12-14,        ,,,
2021-12-15,        ,,,
2021-12-16,        ,,,
2021-12-17,        ,,,
2021-12-18,        ,,,
2021-12-19,        ,,,
2021-12-20,        ,,,
2021-12-21,The Martix Ressurections      ,TRUE,FALSE,
2021-12-22,        ,,,
2021-12-23,Harry Potter and the Sorcerer's Stone   ,FALSE,FALSE,
2021-12-24,Die Hard       ,FALSE,FALSE,
2021-12-25,Harry Potter and the  Chamber of Secrets  ,FALSE,FALSE,
2021-12-26,        ,,,
2021-12-27,Groundhog Day       ,FALSE,FALSE,
2021-12-28,Run Lola Run      ,FALSE,FALSE,
2021-12-29,Breakfast Club       ,FALSE,FALSE,
2021-12-30,        ,,,
2021-12-31,        ,,,
